mode: set
claude-squad/main.go:28.55,45.18 6 0
claude-squad/ui/overlay/directoryBrowser.go:222.3,223.17 2 0
claude-squad/ui/overlay/directoryBrowser.go:223.17,225.4 1 0
claude-squad/ui/overlay/directoryBrowser.go:228.3,235.33 4 0
claude-squad/ui/overlay/directoryBrowser.go:235.33,239.4 2 0
claude-squad/ui/overlay/directoryBrowser.go:241.3,241.20 1 0
claude-squad/ui/overlay/directoryBrowser.go:245.2,246.16 2 0
claude-squad/ui/overlay/directoryBrowser.go:246.16,248.3 1 0
claude-squad/ui/overlay/directoryBrowser.go:251.2,254.33 2 0
claude-squad/ui/overlay/directoryBrowser.go:254.33,263.3 2 0
claude-squad/ui/overlay/directoryBrowser.go:266.2,275.32 2 0
claude-squad/ui/overlay/directoryBrowser.go:275.32,279.3 2 0
claude-squad/ui/overlay/directoryBrowser.go:282.2,282.17 1 0
claude-squad/ui/overlay/directoryBrowser.go:282.17,284.36 2 0
claude-squad/ui/overlay/directoryBrowser.go:284.36,287.31 2 0
claude-squad/ui/overlay/directoryBrowser.go:287.31,288.29 1 0
claude-squad/ui/overlay/directoryBrowser.go:288.29,290.11 2 0
claude-squad/ui/overlay/directoryBrowser.go:294.4,294.18 1 0
claude-squad/ui/overlay/directoryBrowser.go:294.18,297.19 2 0
claude-squad/ui/overlay/directoryBrowser.go:297.19,299.14 2 0
claude-squad/ui/overlay/directoryBrowser.go:302.5,309.7 1 0
claude-squad/ui/overlay/directoryBrowser.go:314.2,314.19 1 0
claude-squad/ui/overlay/directoryBrowser.go:318.59,321.16 2 0
claude-squad/ui/overlay/directoryBrowser.go:321.16,323.3 1 0
claude-squad/ui/overlay/directoryBrowser.go:326.2,326.59 1 0
claude-squad/ui/overlay/directoryBrowser.go:330.62,333.16 2 0
claude-squad/ui/overlay/directoryBrowser.go:333.16,335.3 1 0
claude-squad/ui/overlay/directoryBrowser.go:337.2,337.19 1 0
claude-squad/ui/overlay/directoryBrowser.go:337.19,339.3 1 0
claude-squad/ui/overlay/directoryBrowser.go:341.2,345.12 4 0
claude-squad/ui/overlay/directoryBrowser.go:349.51,351.2 1 0
claude-squad/ui/overlay/directoryBrowser.go:354.52,356.16 2 0
claude-squad/ui/overlay/directoryBrowser.go:356.16,358.3 1 0
claude-squad/ui/overlay/directoryBrowser.go:360.2,360.20 1 0
claude-squad/ui/overlay/directoryBrowser.go:360.20,362.3 1 0
claude-squad/ui/overlay/directoryBrowser.go:364.2,364.16 1 0
claude-squad/ui/overlay/directoryBrowser.go:368.53,370.2 1 0
claude-squad/ui/overlay/directoryBrowser.go:373.47,376.16 2 0
claude-squad/ui/overlay/directoryBrowser.go:376.16,380.3 2 0
claude-squad/ui/overlay/directoryBrowser.go:383.2,383.20 1 0
claude-squad/ui/overlay/directoryBrowser.go:383.20,386.3 2 0
claude-squad/ui/overlay/directoryBrowser.go:389.2,395.29 4 0
claude-squad/ui/overlay/fuzzyInput.go:50.73,116.2 15 0
claude-squad/ui/overlay/fuzzyInput.go:119.64,122.2 2 0
claude-squad/ui/overlay/fuzzyInput.go:125.70,127.2 1 0
claude-squad/ui/overlay/fuzzyInput.go:130.74,132.2 1 0
claude-squad/ui/overlay/fuzzyInput.go:135.58,137.2 1 0
claude-squad/ui/overlay/fuzzyInput.go:140.56,146.21 4 0
claude-squad/ui/overlay/fuzzyInput.go:146.21,148.3 1 0
claude-squad/ui/overlay/fuzzyInput.go:149.2,149.47 1 0
claude-squad/ui/overlay/fuzzyInput.go:153.37,156.2 2 0
claude-squad/ui/overlay/fuzzyInput.go:159.36,162.2 2 0
claude-squad/ui/overlay/fuzzyInput.go:165.45,168.30 2 0
claude-squad/ui/overlay/fuzzyInput.go:168.30,170.3 1 0
claude-squad/ui/overlay/fuzzyInput.go:173.2,173.24 1 0
claude-squad/ui/overlay/fuzzyInput.go:177.44,184.29 3 0
claude-squad/ui/overlay/fuzzyInput.go:184.29,185.37 1 0
claude-squad/ui/overlay/fuzzyInput.go:185.37,193.4 4 0
claude-squad/ui/overlay/fuzzyInput.go:198.57,200.16 1 0
claude-squad/ui/overlay/fuzzyInput.go:200.16,202.3 1 0
claude-squad/ui/overlay/fuzzyInput.go:204.2,204.27 1 0
claude-squad/ui/overlay/fuzzyInput.go:205.18,206.19 1 0
claude-squad/ui/overlay/fuzzyInput.go:207.21,209.86 1 0
claude-squad/ui/overlay/fuzzyInput.go:209.86,210.26 1 0
claude-squad/ui/overlay/fuzzyInput.go:210.26,212.6 1 0
claude-squad/ui/overlay/fuzzyInput.go:213.5,213.15 1 0
claude-squad/ui/overlay/fuzzyInput.go:215.4,215.14 1 0
claude-squad/ui/overlay/fuzzyInput.go:217.19,219.25 1 0
claude-squad/ui/overlay/fuzzyInput.go:219.25,221.5 1 0
claude-squad/ui/overlay/fuzzyInput.go:222.4,222.14 1 0
claude-squad/ui/overlay/fuzzyInput.go:224.18,226.27 1 0
claude-squad/ui/overlay/fuzzyInput.go:226.27,228.5 1 0
claude-squad/ui/overlay/fuzzyInput.go:228.10,228.33 1 0
claude-squad/ui/overlay/fuzzyInput.go:228.33,231.5 1 0
claude-squad/ui/overlay/fuzzyInput.go:232.4,232.14 1 0
claude-squad/ui/overlay/fuzzyInput.go:234.20,236.42 1 0
claude-squad/ui/overlay/fuzzyInput.go:236.42,238.5 1 0
claude-squad/ui/overlay/fuzzyInput.go:238.10,241.5 1 0
claude-squad/ui/overlay/fuzzyInput.go:242.4,242.14 1 0
claude-squad/ui/overlay/fuzzyInput.go:244.19,246.86 1 0
claude-squad/ui/overlay/fuzzyInput.go:246.86,250.5 3 0
claude-squad/ui/overlay/fuzzyInput.go:251.4,251.14 1 0
claude-squad/ui/overlay/fuzzyInput.go:256.2,262.12 4 0
claude-squad/ui/overlay/fuzzyInput.go:266.43,278.15 6 0
claude-squad/ui/overlay/fuzzyInput.go:278.15,281.3 2 0
claude-squad/ui/overlay/fuzzyInput.go:281.8,281.27 1 0
claude-squad/ui/overlay/fuzzyInput.go:281.27,284.3 2 0
claude-squad/ui/overlay/fuzzyInput.go:287.2,288.24 2 0
claude-squad/ui/overlay/fuzzyInput.go:288.24,290.39 2 0
claude-squad/ui/overlay/fuzzyInput.go:290.39,292.4 1 0
claude-squad/ui/overlay/fuzzyInput.go:294.3,294.41 1 0
claude-squad/ui/overlay/fuzzyInput.go:294.41,301.24 5 0
claude-squad/ui/overlay/fuzzyInput.go:301.24,305.33 3 0
claude-squad/ui/overlay/fuzzyInput.go:305.33,306.44 1 0
claude-squad/ui/overlay/fuzzyInput.go:306.44,308.26 1 0
claude-squad/ui/overlay/fuzzyInput.go:308.26,310.8 1 0
claude-squad/ui/overlay/fuzzyInput.go:313.7,315.26 2 0
claude-squad/ui/overlay/fuzzyInput.go:320.5,320.30 1 0
claude-squad/ui/overlay/fuzzyInput.go:320.30,322.6 1 0
claude-squad/ui/overlay/fuzzyInput.go:324.5,324.42 1 0
claude-squad/ui/overlay/fuzzyInput.go:325.10,327.5 1 0
claude-squad/ui/overlay/fuzzyInput.go:330.4,330.28 1 0
claude-squad/ui/overlay/fuzzyInput.go:330.28,332.5 1 0
claude-squad/ui/overlay/fuzzyInput.go:332.10,334.5 1 0
claude-squad/ui/overlay/fuzzyInput.go:335.4,335.24 1 0
claude-squad/ui/overlay/fuzzyInput.go:339.3,339.34 1 0
claude-squad/ui/overlay/fuzzyInput.go:339.34,342.4 2 0
claude-squad/ui/overlay/fuzzyInput.go:343.8,343.48 1 0
claude-squad/ui/overlay/fuzzyInput.go:343.48,346.3 2 0
claude-squad/ui/overlay/fuzzyInput.go:348.2,348.20 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:55.46,64.2 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:67.55,70.2 2 0
claude-squad/ui/overlay/gitStatusOverlay.go:73.79,78.35 3 0
claude-squad/ui/overlay/gitStatusOverlay.go:78.35,80.3 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:84.61,85.77 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:85.77,87.3 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:88.2,88.32 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:93.64,94.22 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:95.13,98.24 2 0
claude-squad/ui/overlay/gitStatusOverlay.go:98.24,100.4 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:101.3,101.14 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:103.11,106.15 2 0
claude-squad/ui/overlay/gitStatusOverlay.go:108.19,110.23 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:110.23,113.4 2 0
claude-squad/ui/overlay/gitStatusOverlay.go:114.3,114.15 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:116.17,118.23 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:118.23,121.4 2 0
claude-squad/ui/overlay/gitStatusOverlay.go:122.3,122.15 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:124.11,126.47 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:126.47,127.28 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:127.28,128.52 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:128.52,130.6 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:130.11,132.6 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:135.3,135.15 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:137.11,139.47 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:139.47,140.30 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:140.30,141.54 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:141.54,143.6 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:143.11,145.6 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:148.3,148.15 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:150.11,152.47 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:152.47,153.29 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:153.29,154.53 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:154.53,156.6 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:156.11,158.21 2 0
claude-squad/ui/overlay/gitStatusOverlay.go:158.21,160.7 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:161.6,161.73 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:165.3,165.15 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:167.11,169.28 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:169.28,170.43 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:170.43,172.5 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:172.10,174.5 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:176.3,176.15 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:178.12,180.24 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:180.24,181.39 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:181.39,183.5 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:183.10,186.5 2 0
claude-squad/ui/overlay/gitStatusOverlay.go:188.3,188.15 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:190.12,192.29 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:192.29,193.44 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:193.44,195.5 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:195.10,198.5 2 0
claude-squad/ui/overlay/gitStatusOverlay.go:200.3,200.15 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:202.12,204.47 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:204.47,205.27 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:205.27,206.51 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:206.51,208.6 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:208.11,211.6 2 0
claude-squad/ui/overlay/gitStatusOverlay.go:214.3,214.15 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:216.11,218.22 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:218.22,219.37 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:219.37,221.5 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:221.10,223.5 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:225.3,225.15 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:227.11,229.22 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:229.22,230.37 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:230.37,232.5 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:232.10,234.5 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:236.3,236.15 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:238.15,240.47 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:240.47,241.27 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:241.27,242.51 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:242.51,244.6 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:244.11,247.6 2 0
claude-squad/ui/overlay/gitStatusOverlay.go:250.3,250.15 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:252.10,253.15 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:258.52,259.23 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:259.23,261.3 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:263.2,266.36 2 0
claude-squad/ui/overlay/gitStatusOverlay.go:266.36,268.3 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:271.2,271.48 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:271.48,273.25 2 0
claude-squad/ui/overlay/gitStatusOverlay.go:273.25,275.4 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:280.53,283.16 2 0
claude-squad/ui/overlay/gitStatusOverlay.go:283.16,285.3 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:287.2,287.25 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:287.25,289.3 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:290.2,290.24 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:294.44,326.24 10 0
claude-squad/ui/overlay/gitStatusOverlay.go:326.24,329.3 2 0
claude-squad/ui/overlay/gitStatusOverlay.go:330.2,333.23 2 0
claude-squad/ui/overlay/gitStatusOverlay.go:333.23,335.3 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:335.8,338.25 3 0
claude-squad/ui/overlay/gitStatusOverlay.go:338.25,340.4 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:342.3,342.41 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:342.41,349.19 4 0
claude-squad/ui/overlay/gitStatusOverlay.go:349.19,352.5 2 0
claude-squad/ui/overlay/gitStatusOverlay.go:352.10,352.28 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:352.28,355.5 2 0
claude-squad/ui/overlay/gitStatusOverlay.go:355.10,355.29 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:355.29,358.5 2 0
claude-squad/ui/overlay/gitStatusOverlay.go:358.10,361.5 2 0
claude-squad/ui/overlay/gitStatusOverlay.go:363.4,366.26 2 0
claude-squad/ui/overlay/gitStatusOverlay.go:366.26,368.5 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:368.10,370.5 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:372.4,373.29 2 0
claude-squad/ui/overlay/gitStatusOverlay.go:377.3,377.32 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:377.32,380.4 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:384.2,388.16 3 0
claude-squad/ui/overlay/gitStatusOverlay.go:388.16,407.34 5 0
claude-squad/ui/overlay/gitStatusOverlay.go:407.34,409.4 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:412.2,412.39 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:416.42,418.2 1 0
claude-squad/ui/overlay/gitStatusOverlay.go:421.57,423.2 1 0
claude-squad/ui/overlay/overlay.go:22.54,25.26 2 0
claude-squad/ui/overlay/overlay.go:25.26,27.17 2 0
claude-squad/ui/overlay/overlay.go:27.17,29.4 1 0
claude-squad/ui/overlay/overlay.go:32.2,32.22 1 0
claude-squad/ui/overlay/overlay.go:35.134,43.2 3 0
claude-squad/ui/overlay/overlay.go:53.10,73.31 9 0
claude-squad/ui/overlay/overlay.go:73.31,81.86 3 0
claude-squad/ui/overlay/overlay.go:81.86,83.26 1 0
claude-squad/ui/overlay/overlay.go:83.26,85.5 1 0
claude-squad/ui/overlay/overlay.go:87.4,87.27 1 0
claude-squad/ui/overlay/overlay.go:90.3,90.28 1 0
claude-squad/ui/overlay/overlay.go:94.2,98.12 3 0
claude-squad/ui/overlay/overlay.go:98.12,100.3 1 0
claude-squad/ui/overlay/overlay.go:103.2,103.12 1 0
claude-squad/ui/overlay/overlay.go:103.12,110.33 4 0
claude-squad/ui/overlay/overlay.go:110.33,112.4 1 0
claude-squad/ui/overlay/overlay.go:113.3,119.102 3 0
claude-squad/ui/overlay/overlay.go:123.2,123.48 1 0
claude-squad/ui/overlay/overlay.go:123.48,125.3 1 0
claude-squad/ui/overlay/overlay.go:128.2,133.27 4 0
claude-squad/ui/overlay/overlay.go:133.27,135.3 1 0
claude-squad/ui/overlay/overlay.go:138.2,139.33 2 0
claude-squad/ui/overlay/overlay.go:139.33,140.12 1 0
claude-squad/ui/overlay/overlay.go:140.12,142.4 1 0
claude-squad/ui/overlay/overlay.go:143.3,143.41 1 0
claude-squad/ui/overlay/overlay.go:143.41,145.12 2 0
claude-squad/ui/overlay/overlay.go:148.3,149.17 2 0
claude-squad/ui/overlay/overlay.go:149.17,153.20 4 0
claude-squad/ui/overlay/overlay.go:153.20,156.5 2 0
claude-squad/ui/overlay/overlay.go:159.3,166.36 7 0
claude-squad/ui/overlay/overlay.go:166.36,168.4 1 0
claude-squad/ui/overlay/overlay.go:169.3,169.23 1 0
claude-squad/ui/overlay/overlay.go:172.2,172.19 1 0
claude-squad/ui/overlay/overlay.go:175.45,182.22 2 0
claude-squad/ui/overlay/overlay.go:182.22,184.33 2 0
claude-squad/ui/overlay/overlay.go:184.33,187.28 3 0
claude-squad/ui/overlay/overlay.go:187.28,189.51 2 0
claude-squad/ui/overlay/overlay.go:189.51,191.6 1 0
claude-squad/ui/overlay/overlay.go:193.9,195.4 1 0
claude-squad/ui/overlay/overlay.go:197.3,197.22 1 0
claude-squad/ui/overlay/overlay.go:197.22,198.20 1 0
claude-squad/ui/overlay/overlay.go:198.20,199.21 1 0
claude-squad/ui/overlay/overlay.go:199.21,201.6 1 0
claude-squad/ui/overlay/overlay.go:202.5,202.25 1 0
claude-squad/ui/overlay/overlay.go:202.25,204.14 2 0
claude-squad/ui/overlay/overlay.go:207.4,207.18 1 0
claude-squad/ui/overlay/overlay.go:209.3,209.11 1 0
claude-squad/ui/overlay/overlay.go:211.2,211.19 1 0
claude-squad/ui/overlay/overlay.go:214.37,216.2 1 0
claude-squad/ui/overlay/overlay.go:218.24,219.11 1 0
claude-squad/ui/overlay/overlay.go:219.11,221.3 1 0
claude-squad/ui/overlay/overlay.go:222.2,222.10 1 0
claude-squad/ui/overlay/overlay.go:225.24,226.11 1 0
claude-squad/ui/overlay/overlay.go:226.11,228.3 1 0
claude-squad/ui/overlay/overlay.go:229.2,229.10 1 0
claude-squad/ui/overlay/overlay.go:238.46,239.19 1 0
claude-squad/ui/overlay/overlay.go:239.19,241.3 1 0
claude-squad/ui/overlay/overlay.go:243.2,248.25 4 0
claude-squad/ui/overlay/overlay.go:248.25,251.18 3 0
claude-squad/ui/overlay/overlay.go:251.18,253.4 1 0
claude-squad/ui/overlay/overlay.go:254.3,254.45 1 0
claude-squad/ui/overlay/overlay.go:259.2,260.15 2 0
claude-squad/ui/overlay/overlay.go:260.15,262.3 1 0
claude-squad/ui/overlay/overlay.go:264.2,264.35 1 0
claude-squad/ui/overlay/pathutils.go:12.46,14.35 1 0
claude-squad/ui/overlay/pathutils.go:14.35,16.17 2 0
claude-squad/ui/overlay/pathutils.go:16.17,18.4 1 0
claude-squad/ui/overlay/pathutils.go:19.3,19.46 1 0
claude-squad/ui/overlay/pathutils.go:20.8,20.24 1 0
claude-squad/ui/overlay/pathutils.go:20.24,22.17 2 0
claude-squad/ui/overlay/pathutils.go:22.17,24.4 1 0
claude-squad/ui/overlay/pathutils.go:25.3,25.21 1 0
claude-squad/ui/overlay/pathutils.go:29.2,30.16 2 0
claude-squad/ui/overlay/pathutils.go:30.16,32.3 1 0
claude-squad/ui/overlay/pathutils.go:34.2,34.21 1 0
claude-squad/ui/overlay/pathutils.go:38.35,41.16 2 0
claude-squad/ui/overlay/pathutils.go:41.16,43.3 1 0
claude-squad/ui/overlay/pathutils.go:46.2,47.19 2 0
claude-squad/ui/overlay/pathutils.go:51.36,54.16 2 0
claude-squad/ui/overlay/pathutils.go:54.16,56.3 1 0
claude-squad/ui/overlay/pathutils.go:59.2,60.16 2 0
claude-squad/ui/overlay/pathutils.go:60.16,62.3 1 0
claude-squad/ui/overlay/pathutils.go:64.2,64.21 1 0
claude-squad/ui/overlay/repoSelector.go:32.42,34.2 1 0
claude-squad/ui/overlay/repoSelector.go:37.43,39.16 2 0
claude-squad/ui/overlay/repoSelector.go:39.16,41.3 1 0
claude-squad/ui/overlay/repoSelector.go:42.2,42.37 1 0
claude-squad/ui/overlay/repoSelector.go:46.34,48.2 1 0
claude-squad/ui/overlay/repoSelector.go:60.32,68.2 1 0
claude-squad/ui/overlay/repoSelector.go:71.59,77.2 4 0
claude-squad/ui/overlay/repoSelector.go:80.44,87.33 4 0
claude-squad/ui/overlay/repoSelector.go:87.33,90.34 2 0
claude-squad/ui/overlay/repoSelector.go:90.34,91.25 1 0
claude-squad/ui/overlay/repoSelector.go:91.25,93.14 1 0
claude-squad/ui/overlay/repoSelector.go:93.14,96.6 2 0
claude-squad/ui/overlay/repoSelector.go:97.5,98.10 2 0
claude-squad/ui/overlay/repoSelector.go:103.3,103.13 1 0
claude-squad/ui/overlay/repoSelector.go:103.13,106.27 2 0
claude-squad/ui/overlay/repoSelector.go:106.27,108.5 1 0
claude-squad/ui/overlay/repoSelector.go:114.54,119.9 4 0
claude-squad/ui/overlay/repoSelector.go:119.9,121.3 1 0
claude-squad/ui/overlay/repoSelector.go:123.2,127.19 3 0
claude-squad/ui/overlay/repoSelector.go:127.19,129.3 1 0
claude-squad/ui/overlay/repoSelector.go:129.8,130.35 1 0
claude-squad/ui/overlay/repoSelector.go:130.35,131.19 1 0
claude-squad/ui/overlay/repoSelector.go:131.19,133.10 2 0
claude-squad/ui/overlay/repoSelector.go:138.2,138.22 1 0
claude-squad/ui/overlay/repoSelector.go:142.50,147.33 4 0
claude-squad/ui/overlay/repoSelector.go:147.33,148.36 1 0
claude-squad/ui/overlay/repoSelector.go:148.36,150.4 1 0
claude-squad/ui/overlay/repoSelector.go:152.2,152.14 1 0
claude-squad/ui/overlay/repoSelector.go:156.52,161.35 4 0
claude-squad/ui/overlay/repoSelector.go:161.35,162.36 1 0
claude-squad/ui/overlay/repoSelector.go:162.36,164.4 1 0
claude-squad/ui/overlay/repoSelector.go:166.2,166.14 1 0
claude-squad/ui/overlay/repoSelector.go:170.46,175.31 4 0
claude-squad/ui/overlay/repoSelector.go:175.31,177.3 1 0
claude-squad/ui/overlay/repoSelector.go:180.2,180.40 1 0
claude-squad/ui/overlay/repoSelector.go:180.40,181.45 1 0
claude-squad/ui/overlay/repoSelector.go:181.45,183.4 1 0
claude-squad/ui/overlay/repoSelector.go:184.3,184.39 1 0
claude-squad/ui/overlay/repoSelector.go:187.2,187.14 1 0
claude-squad/ui/overlay/repoSelector.go:192.62,193.27 1 0
claude-squad/ui/overlay/repoSelector.go:193.27,195.17 2 0
claude-squad/ui/overlay/repoSelector.go:195.17,197.4 1 0
claude-squad/ui/overlay/repoSelector.go:200.3,206.4 1 0
claude-squad/ui/overlay/repoSelector.go:210.2,214.35 4 0
claude-squad/ui/overlay/repoSelector.go:214.35,216.24 2 0
claude-squad/ui/overlay/repoSelector.go:216.24,219.18 3 0
claude-squad/ui/overlay/repoSelector.go:219.18,221.5 1 0
claude-squad/ui/overlay/repoSelector.go:226.2,226.12 1 0
claude-squad/ui/overlay/repoSelector.go:226.12,230.3 3 0
claude-squad/ui/overlay/repoSelector.go:233.2,233.30 1 0
claude-squad/ui/overlay/repoSelector.go:233.30,235.3 1 0
claude-squad/ui/overlay/repoSelector.go:238.2,239.27 2 0
claude-squad/ui/overlay/repoSelector.go:239.27,241.3 1 0
claude-squad/ui/overlay/repoSelector.go:243.2,245.19 2 0
claude-squad/ui/overlay/repoSelector.go:245.19,247.3 1 0
claude-squad/ui/overlay/repoSelector.go:248.2,248.12 1 0
claude-squad/ui/overlay/repoSelector.go:252.57,254.21 1 0
claude-squad/ui/overlay/repoSelector.go:254.21,257.36 2 0
claude-squad/ui/overlay/repoSelector.go:257.36,259.4 1 0
claude-squad/ui/overlay/repoSelector.go:263.2,263.82 1 0
claude-squad/ui/overlay/repoSelector.go:263.82,265.17 1 0
claude-squad/ui/overlay/repoSelector.go:265.17,268.4 2 0
claude-squad/ui/overlay/repoSelector.go:271.3,271.20 1 0
claude-squad/ui/overlay/repoSelector.go:271.20,273.4 1 0
claude-squad/ui/overlay/repoSelector.go:276.3,276.50 1 0
claude-squad/ui/overlay/repoSelector.go:276.50,278.4 1 0
claude-squad/ui/overlay/repoSelector.go:281.3,281.22 1 0
claude-squad/ui/overlay/repoSelector.go:281.22,285.4 2 0
claude-squad/ui/overlay/repoSelector.go:287.3,287.13 1 0
claude-squad/ui/overlay/repoSelector.go:292.34,295.62 2 0
claude-squad/ui/overlay/repoSelector.go:295.62,297.3 1 0
claude-squad/ui/overlay/repoSelector.go:300.2,301.19 2 0
claude-squad/ui/overlay/repoSelector.go:305.40,311.16 4 0
claude-squad/ui/overlay/repoSelector.go:311.16,313.3 1 0
claude-squad/ui/overlay/repoSelector.go:315.2,320.3 1 0
claude-squad/ui/overlay/repoSelector.go:329.46,333.12 2 0
claude-squad/ui/overlay/repoSelector.go:333.12,334.49 1 0
claude-squad/ui/overlay/repoSelector.go:334.49,336.4 1 0
claude-squad/ui/overlay/repoSelector.go:339.2,339.40 1 0
claude-squad/ui/overlay/repoSelector.go:343.80,348.29 3 0
claude-squad/ui/overlay/repoSelector.go:348.29,350.3 1 0
claude-squad/ui/overlay/repoSelector.go:352.2,352.19 1 0
claude-squad/ui/overlay/repoSelector.go:356.58,359.9 2 0
claude-squad/ui/overlay/repoSelector.go:359.9,361.22 1 0
claude-squad/ui/overlay/repoSelector.go:361.22,363.4 1 0
claude-squad/ui/overlay/repoSelector.go:363.9,365.4 1 0
claude-squad/ui/overlay/repoSelector.go:369.2,370.23 2 0
claude-squad/ui/overlay/repoSelector.go:374.61,376.2 1 0
claude-squad/ui/overlay/repoSelector.go:379.64,383.29 3 0
claude-squad/ui/overlay/repoSelector.go:383.29,385.3 1 0
claude-squad/ui/overlay/repoSelector.go:387.2,387.14 1 0
claude-squad/ui/overlay/repoSelector.go:391.66,395.29 3 0
claude-squad/ui/overlay/repoSelector.go:395.29,397.3 1 0
claude-squad/ui/overlay/repoSelector.go:399.2,399.14 1 0
claude-squad/ui/overlay/sessionSetup.go:84.52,162.2 13 0
claude-squad/ui/overlay/sessionSetup.go:165.58,170.24 3 0
claude-squad/ui/overlay/sessionSetup.go:170.24,172.3 1 0
claude-squad/ui/overlay/sessionSetup.go:174.2,174.27 1 0
claude-squad/ui/overlay/sessionSetup.go:174.27,176.3 1 0
claude-squad/ui/overlay/sessionSetup.go:178.2,178.28 1 0
claude-squad/ui/overlay/sessionSetup.go:178.28,180.3 1 0
